PETR4;1;0.95;0.74;0.21;4.53;-2.46;-3.41;-2.84;-0.07;0.46;1.46;-1.07;2.03;0.32;-1.07;1.01;1;2;3;26;3;66.67;58.62;25.00;15.38;93.75;-0.44;-0.77;0.32;1.30;0.93;0.53;0.53;-1.07;1.50;2.57;1.68;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.73;0.81;0.68;0.98;0.95
PETR4;2;-1.35;-1.05;-0.30;4.53;-2.46;-1.11;-1.97;-2.63;-2.53;-2.90;-6.90;5.55;-0.17;-1.15;2.78;6;2;8;21;8;25.00;41.38;19.05;15.38;62.50;-1.14;-1.99;-0.17;1.87;1.47;-0.99;-0.99;-1.65;3.18;4.83;3.48;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.01;0.06;0.90;1.00;0.97
PETR4;3;1.23;0.96;0.27;4.53;-2.46;-3.69;-2.67;1.07;2.49;1.73;-2.80;4.03;0.20;-1.40;1.01;2;4;6;23;6;66.67;62.07;42.11;30.77;87.50;-0.36;-0.62;0.21;1.34;1.07;0.46;0.46;-1.43;1.61;3.04;1.79;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.19;0.48;0.69;0.92;0.82
PETR4;4;4.52;3.52;0.99;4.53;-2.46;-6.98;-0.56;3.43;0.96;3.84;-3.96;8.48;0.45;-0.99;1.41;4;6;10;19;10;60.00;62.07;52.17;46.15;75.00;0.64;1.12;0.45;1.51;1.17;0.46;0.46;-1.92;3.18;5.10;2.29;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.96;0.28;0.37;0.68;0.62
PETR4;5;-1.01;-0.78;-0.22;4.53;-2.46;-1.45;1.34;-2.00;-1.50;-0.50;-2.50;1.50;-0.34;-1.25;1.50;2;1;3;26;3;33.33;51.72;12.50;7.69;87.50;-1.04;-1.81;-0.33;1.60;1.22;-1.07;-1.07;-1.43;1.50;2.93;2.55;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.22;0.28;0.80;0.99;0.99
PETR4;6;4.17;3.25;0.92;4.53;-2.46;-6.63;4.20;-0.11;1.61;3.12;-6.88;11.05;0.32;-1.15;1.58;6;7;13;16;13;53.85;58.62;53.85;53.85;62.50;0.54;0.93;0.32;1.59;1.35;0.39;0.39;-1.65;3.18;4.83;2.53;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.34;0.21;0.46;0.81;0.86
PETR4;7;5.49;4.28;1.21;4.53;-2.46;-7.95;7.15;1.50;3.00;5.61;0.00;5.49;1.83;0.00;1.83;0;3;3;26;3;100.00;65.52;37.50;23.08;100.00;0.94;1.63;1.83;0.47;0.36;1.61;1.61;1.50;2.37;0.87;0.22;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.22;0.00;0.05;0.02;0.01
PETR4;8;-0.75;-0.59;-0.17;4.53;-2.46;-1.71;3.55;-3.05;-2.02;-0.02;-4.55;3.80;-0.13;-1.52;1.27;3;3;6;23;6;50.00;55.17;31.58;23.08;81.25;-0.96;-1.67;-0.12;1.79;1.39;0.04;0.04;-3.01;1.77;4.78;3.20;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.68;0.73;0.96;0.95;0.98
PETR4;9;0.42;0.33;0.09;4.53;-2.46;-2.88;-3.38;-0.57;-0.07;0.93;-1.07;1.50;0.21;-1.07;1.50;1;1;2;27;2;50.00;55.17;13.33;7.69;93.75;-0.60;-1.05;0.21;1.82;1.29;0.21;0.21;-1.07;1.50;2.57;3.30;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.00;0.00;0.00;0.00;0.00
PETR4;10;18.17;14.17;4.00;4.53;-2.46;-20.63;-2.76;6.50;10.42;16.45;0.00;18.17;1.40;0.00;1.40;0;13;13;16;13;100.00;100.00;100.00;100.00;100.00;4.80;8.34;1.40;0.96;0.76;1.27;1.27;0.07;3.18;3.11;0.92;03/07/2017;11/08/2017;30;12.28;12.95;53.33;46.67;16;14;3.28;1.89;17;0;10;5;1;2;0.55;0.00;0.00;0.00;0.00
VALE3;1;0.55;0.43;0.12;4.37;-4.40;-4.95;-2.10;0.42;-1.45;-1.80;-8.37;8.92;0.05;-1.20;1.78;7;5;12;17;12;41.67;51.72;41.67;41.67;58.82;-0.21;-0.34;0.05;1.94;1.45;-0.22;-0.22;-3.09;3.55;6.64;3.76;03/07/2017;11/08/2017;30;29.26;30.80;56.67;43.33;17;13;8.71;5.48;17;0;14;8;4;4;0.84;0.59;0.76;1.00;0.93
VALE3;2;2.38;1.86;0.52;4.37;-4.40;-6.78;-6.86;3.00;2.18;0.83;-3.49;5.88;0.34;-0.87;1.96;4;3;7;22;7;42.86;55.17;31.58;25.00;76.47;-0.00;-0.00;0.34;1.89;1.39;0.00;0.00;-2.36;3.55;5.91;3.59;03/07/2017;11/08/2017;30;29.26;30.80;56.67;43.33;17;13;8.71;5.48;17;0;14;8;4;4;0.91;0.73;0.53;0.75;0.32
VALE3;3;0.90;0.70;0.20;4.37;-4.40;-5.29;0.11;-0.58;-0.90;-1.25;-7.58;8.47;0.10;-1.52;2.12;5;4;9;20;9;44.44;55.17;38.10;33.33;70.59;-0.17;-0.28;0.10;2.22;1.79;-0.44;-0.44;-3.09;3.55;6.64;4.93;03/07/2017;11/08/2017;30;29.26;30.80;56.67;43.33;17;13;8.71;5.48;17;0;14;8;4;4;0.88;0.34;0.74;1.00;0.99
VALE3;4;0.30;0.23;0.07;4.37;-4.40;-4.70;3.35;1.02;-0.59;-1.85;-7.26;7.56;0.03;-1.04;1.89;7;4;11;18;11;36.36;48.28;34.78;33.33;58.82;-0.24;-0.39;0.03;1.78;1.35;-0.44;-0.44;-2.36;3.55;5.91;3.17;03/07/2017;11/08/2017;30;29.26;30.80;56.67;43.33;17;13;8.71;5.48;17;0;14;8;4;4;0.44;0.63;0.78;0.98;0.97
VALE3;5;6.87;5.36;1.51;4.37;-4.40;-11.27;-8.16;2.20;1.53;3.18;-8.37;15.24;0.46;-1.39;1.69;6;9;15;14;15;60.00;68.97;66.67;75.00;64.71;0.51;0.82;0.46;1.95;1.53;0.28;0.28;-3.09;3.55;6.64;3.79;03/07/2017;11/08/2017;30;29.26;30.80;56.67;43.33;17;13;8.71;5.48;17;0;14;8;4;4;0.72;0.12;0.31;0.38;0.08
VALE3;6;6.51;5.08;1.43;4.37;-4.40;-10.91;0.13;5.01;2.97;3.62;-5.64;12.16;0.50;-0.94;1.74;6;7;13;16;13;53.85;62.07;56.00;58.33;64.71;0.47;0.75;0.50;1.72;1.37;0.24;0.24;-2.36;3.55;5.91;2.97;03/07/2017;11/08/2017;30;29.26;30.80;56.67;43.33;17;13;8.71;5.48;17;0;14;8;4;4;0.63;0.25;0.29;0.49;0.25
VALE3;7;2.46;1.92;0.54;4.37;-4.40;-6.86;-4.65;0.14;-2.10;-1.23;-10.29;12.75;0.16;-1.29;1.82;8;7;15;14;15;46.67;55.17;51.85;58.33;52.94;0.01;0.01;0.16;2.06;1.55;-0.37;-0.37;-4.01;3.55;7.56;4.23;03/07/2017;11/08/2017;30;29.26;30.80;56.67;43.33;17;13;8.71;5.48;17;0;14;8;4;4;0.34;0.21;0.61;0.97;0.69
